id,country,name,slug,start_date,parent
1467,,Sammy,sammy,,
2028,392.0,DreamFactory,dreamfactory,815184000.0,
2162,840.0,5th Cell,5th-cell,,
4318,356.0,GodSpeed Games,godspeed-games,,
5027,,Lino Slahuschek,lino-slahuschek,,
5157,,HuniePot,huniepot,,
88,840.0,Shiny Entertainment,shiny-entertainment,749433600.0,4358.0
824,826.0,Square Enix London Studios,square-enix-london-studios,1257897600.0,4940.0
1737,826.0,Little Orbit,little-orbit,,
3690,76.0,TecToy,tectoy,,
4542,,Eden Industries,eden-industries,,
4997,,Watermelon Co.,watermelon-co,,
5352,826.0,Clever Beans,clever-beans,,
6087,,Milkbag Games,milkbag-games,,
6176,,The Oliver Twins,the-oliver-twins,,
7126,,ACE,ace,,
221,826.0,Splash Damage,splash-damage,988675200.0,
895,840.0,Heavy Iron Studios,heavy-iron-studios,915148800.0,
1941,,Universal Pictures,universal-pictures,,
3634,840.0,Sperasoft,sperasoft,1104451200.0,
4362,392.0,Edelweiss,edelweiss,,
4442,840.0,Newgrounds,newgrounds,804988800.0,
4707,,State of Play Games,state-of-play-games,1230681600.0,
4753,804.0,Beatshapers,beatshapers,,
5144,,Brilliant Skies Ltd.,brilliant-skies-ltd,,
5461,,Game Refuge Inc,game-refuge-inc,,
579,840.0,Big Huge Games,big-huge-games,949363200.0,8431.0
1420,724.0,BeautiFun Games,beautifun-games,1325289600.0,
1464,484.0,Squad,squad,1262217600.0,
1952,392.0,Sting Entertainment,sting-entertainment,602812800.0,
1985,,Melbourne House,melbourne-house,,
2984,36.0,Sega Studios Australia,sega-studios-australia,1041292800.0,
3083,208.0,Reto-Moto,reto-moto,883526400.0,
3262,840.0,Ubisoft North America,ubisoft-north-america,1262217600.0,7041.0
4414,380.0,Haruneko Entertainment,haruneko-entertainment,,
4535,392.0,Black Tower Studios,black-tower-studios,1356912000.0,
835,528.0,Ronimo Games,ronimo-games,1172707200.0,
965,752.0,Ghost Games,ghost-games,1350864000.0,1.0
1187,,SW Games,sw-games,,
1651,,Marvel Entertainment,marvel-entertainment,,
2332,764.0,Corecell Technology,corecell-technology,1041292800.0,
4109,,Kabam,kabam,,
4281,,Raptisoft Games,raptisoft-games,1104451200.0,
4440,840.0,Adult Swim Games,adult-swim-games,1135987200.0,
4576,,TV Tokyo Corporation,tv-tokyo-corporation,,
5131,276.0,CipSoft,cipsoft,1009756800.0,
7,840.0,Visceral Games,visceral-games,1241395200.0,1.0
357,826.0,Firebrand Games,firebrand-games,,
910,840.0,Re-Logic,re-logic,1288310400.0,
1290,826.0,TT Fusion,tt-fusion,1483228800.0,293.0
2381,,Magical Company,magical-company,,
2617,392.0,Yuki Enterprise,yuki-enterprise,978220800.0,
4021,703.0,Eastworks,eastworks,,
4524,,BitGroove,bitgroove,,
4678,,Beijing Perfect World,beijing-perfect-world,,
4820,,Cougar Interactive,cougar-interactive,,
379,826.0,Full Fat,full-fat,820454400.0,
899,380.0,Ubisoft Milan,ubisoft-milan,1063152000.0,104.0
947,792.0,Taleworlds,taleworlds,1135987200.0,
1785,,SETA Corporation,seta-corporation,,
1850,392.0,Asmik Ace Entertainment,asmik-ace-entertainment,504835200.0,
1978,,Team Fusion,team-fusion,,
2023,392.0,Sony Music Entertainment Japan,sony-music-entertainment-japan,670464000.0,10282.0
2850,840.0,Nintendo of America,nintendo-of-america,315532800.0,70.0
2898,,Crowbar Collective,crowbar-collective,,
4034,276.0,Nintendo of Europe,nintendo-of-europe,644198400.0,70.0
498,724.0,Pyro Studios,pyro-studios,851990400.0,
663,392.0,Capcom Production Studio 4,capcom-production-studio-4,946598400.0,37.0
819,,Neverland,neverland,,
2502,840.0,Cardboard Computer,cardboard-computer,1274227200.0,
3078,,En Masse Entertainment,en-masse-entertainment,,
3351,,Glitch,glitch,,
4089,840.0,Disastercake,disastercake,1388448000.0,
4930,826.0,Spiderling Games,spiderling-games,1419984000.0,
5103,528.0,DoubleDutch Games,doubledutch-games,,
5111,826.0,Size Five Games,size-five-games,,
137,752.0,Digital Illusions CE,digital-illusions-ce,757296000.0,
639,,Strategic Studies Group,strategic-studies-group,,
1908,,Lucky Chicken Games,lucky-chicken-games,,
1973,840.0,Twisted Pixel,twisted-pixel,1167523200.0,39621.0
2097,,20th Century Fox Games,20th-century-fox-games,,
2848,840.0,eGames,egames,725760000.0,
3085,840.0,Xaviant,xaviant,1199059200.0,
3711,392.0,Qute Corporation,qute-corporation,936144000.0,8623.0
4380,826.0,VooFoo Studios,voofoo-studios,1167609600.0,
4792,,Sirvo,sirvo,,
315,840.0,Trion Worlds,trion-worlds,1167523200.0,
392,840.0,High Voltage Software,high-voltage-software,733622400.0,3248.0
413,840.0,Human Head Studios,human-head-studios,875664000.0,
628,826.0,Stainless Games,stainless-games,757296000.0,
1125,826.0,Kuju Entertainment,kuju-entertainment,915062400.0,
1920,,Viz Media,viz-media,,
2048,840.0,Blue Planet Software,blue-planet-software,851990400.0,
2371,,Revolutionary Concepts,revolutionary-concepts,,
2488,840.0,Atlus USA,atlus-usa,694137600.0,818.0
2501,,Overhaul Games,overhaul-games,,
122,276.0,Crytek Frankfurt,crytek-frankfurt,915148800.0,
1009,246.0,RedLynx,redlynx,946684800.0,104.0
1108,528.0,Two Tribes B.V.,two-tribes-b-v,993945600.0,8483.0
1359,826.0,Ruffian Games,ruffian-games,1207008000.0,29.0
1658,124.0,Sauropod Studio,sauropod-studio,,
1662,,Orteil,orteil,,
2012,,Evolution Games,evolution-games,,
3019,,Triangle Service,triangle-service,,
3232,,NEURON AGE,neuron-age,,
3501,,Paw Paw Productions,paw-paw-productions,,
547,840.0,Accolade,accolade,469065600.0,
625,,Microsoft Research,microsoft-research,,
857,840.0,ThatGameCompany,thatgamecompany,1147651200.0,
1245,392.0,Ambrella,ambrella,820454400.0,70.0
1313,392.0,ART,art,801100800.0,
1887,,Black Dragon Productions,black-dragon-productions,,
2271,840.0,SpiderMonk Entertainment,spidermonk-entertainment,,
3821,840.0,flippfly,flippfly,,
4014,124.0,Vblank Entertainment,vblank-entertainment,,
4175,,BeTomorrow,betomorrow,,
282,840.0,Trilobyte,trilobyte,662601600.0,
382,276.0,Silver Style Entertainment,silver-style-entertainment,,
630,392.0,Koei,koei,270172800.0,
804,36.0,Beam Software,beam-software,347068800.0,
806,36.0,Tantalus Interactive,tantalus-interactive,788832000.0,
859,840.0,Runic Games,runic-games,1218153600.0,917.0
1167,,Super Fighter Team,super-fighter-team,,
1311,,Cartoon Network Interactive,cartoon-network-interactive,,
1541,276.0,Metricminds,metricminds,1009756800.0,10075.0
1704,840.0,Cyberdreams,cyberdreams,662601600.0,
533,840.0,Stardock,stardock,694137600.0,
892,392.0,Capcom Production Studio 2,capcom-production-studio-2,,37.0
1051,124.0,Hothead Games,hothead-games,,
1087,,MECC,mecc,,
1392,804.0,Vostok Games,vostok-games,,
2758,,Tezuka Productions,tezuka-productions,,
3025,392.0,"Creative Intelligence Arts, Inc.",creative-intelligence-arts-inc,1279670400.0,
3029,840.0,BattleCry Studios,battlecry-studios,1356912000.0,
3312,,Dark Horse,dark-horse,,
4419,,Conifer Games,conifer-games,,
13,840.0,Demiurge Studios,demiurge-studios,1041292800.0,42782.0
119,,Mass Media Interactive Entertainment,mass-media-interactive-entertainment,,
372,804.0,GSC World Publishing,gsc-world-publishing,1104451200.0,
713,,Raylight Studios,raylight-studios,,
863,392.0,Takara,takara,-441936000.0,
1181,,Digital Pictures,digital-pictures,,
1699,840.0,Reverb Publishing,reverb-publishing,,
1760,392.0,AlphaDream,alphadream,947635200.0,
2141,276.0,FAKT Software,fakt-software,946598400.0,
2231,,Noise Factory,noise-factory,,
505,840.0,Outrage Games,outrage-games,880934400.0,197.0
564,840.0,Presto Studios,presto-studios,711590400.0,
732,392.0,Project Soul,project-soul,,
1251,840.0,Beyond Games,beyond-games,725760000.0,
1454,,WarChest,warchest,,
3643,,Steambot,steambot,,
4255,,Magic House,magic-house,,
4460,826.0,Twistplay,twistplay,1356912000.0,
4461,,Chilled Mouse,chilled-mouse,,
4517,,Hoplite Research,hoplite-research,1009756800.0,
501,250.0,Delphine Software,delphine-software,599529600.0,
1656,,Alcuria Games,alcuria-games,,
2039,,Tommo Inc,tommo-inc,,
2265,,EM Studios,em-studios,,
2297,752.0,ColdWood Interactive,coldwood-interactive,,
2890,392.0,Bimboosoft,bimboosoft,,
3540,,SGS,sgs,,
4320,,Adventure Productions,adventure-productions,,
4323,,Mirage Interactive,mirage-interactive,,
4483,380.0,MixedBag,mixedbag,1388448000.0,
198,840.0,Iron Lore Entertainment,iron-lore-entertainment,970358400.0,
205,840.0,GT Interactive Software,gt-interactive-software,728524800.0,213.0
336,392.0,Square Enix Product Development Division 3,square-enix-product-development-division-3,851990400.0,26.0
380,826.0,Adventure Soft,adventure-soft,707529600.0,
675,528.0,Orange Games,orange-games,757296000.0,
809,,South Park Digital Studios,south-park-digital-studios,,
1402,840.0,BlueSky Software,bluesky-software,599529600.0,
1564,,Portalarium,portalarium,,
2876,124.0,Gogii Games,gogii-games,1167523200.0,
2916,124.0,Breakfall,breakfall,,
222,124.0,BioWare Edmonton,bioware-edmonton,791596800.0,2.0
1016,,Twisted Tree,twisted-tree,,
1312,840.0,Realtime Associates,realtime-associates,536371200.0,
2115,392.0,Barnhouse Effect,barnhouse-effect,859766400.0,
2360,392.0,Kaneko,kaneko,329616000.0,
2414,840.0,Radiant Entertainment,radiant-entertainment,1388448000.0,
2421,246.0,Nokia,nokia,-1767225600.0,
2516,,SPS,sps,,
2914,,Grip Games,grip-games,,
3094,392.0,Leaf,leaf,915062400.0,3045.0
206,,Epic MegaGames,epic-megagames,,
425,826.0,Eurocom Entertainment Software,eurocom-entertainment-software,591667200.0,
470,840.0,Turbine,turbine,1109289600.0,
753,40.0,Nordic Games Publishing,nordic-games-publishing,1230681600.0,7416.0
1003,752.0,Dennaton Games,dennaton-games,1356912000.0,
1247,,Lego Group,lego-group,,
1391,276.0,gamigo AG,gamigo-ag,,
1401,752.0,Oxeye Game Studio,oxeye-game-studio,,
1406,124.0,Going Load Studios,going-load-studios,,
1505,,EA Maxis,ea-maxis,,
1323,,Grigon Entertainment,grigon-entertainment,,
1377,840.0,Uber Entertainment,uber-entertainment,1204329600.0,
2036,,Sunrise Interactive,sunrise-interactive,,
2099,392.0,Silicon Studio,silicon-studio,978220800.0,
2440,840.0,2XL Games,2xl-games,,
2549,276.0,Runesoft,runesoft,,
2935,392.0,Nintendo SPD,nintendo-spd,1064880000.0,70.0
2995,,Namco Bandai America,namco-bandai-america,,
3072,,Grey Box,grey-box,,
3757,,Elverils LLC,elverils-llc,,
394,250.0,Nadeo,nadeo,978220800.0,104.0
939,,Gazillion Entertainment,gazillion-entertainment,,
1278,,Paradigm Entertainment,paradigm-entertainment,,
2225,392.0,NanaOn-Sha,nanaon-sha,,
2364,,Big Fun Games,big-fun-games,,
2498,,Fusty Game,fusty-game,,
2807,276.0,Shin'en,shin-en,946598400.0,
2832,440.0,On5,on5,1262217600.0,
2894,724.0,3D2 Entertainment,3d2-entertainment,1325289600.0,
2973,616.0,Reality Pump,reality-pump,820368000.0,
44,392.0,Team Ico,team-ico,883526400.0,400.0
100,643.0,Nival Interactive,nival-interactive,851990400.0,
203,203.0,Illusion Softworks,illusion-softworks,883526400.0,
317,840.0,Dynamix,dynamix,473299200.0,
575,826.0,Impressions Games,impressions-games,631065600.0,147.0
854,208.0,Playdead,playdead,1149120000.0,
1059,392.0,"YUKE'S Co., Ltd.",yukes-co-dot-ltd,730684800.0,
1129,,Quixel,quixel,,
1296,392.0,Raizing,raizing,732153600.0,
1370,,Emily Short,emily-short,,
15,840.0,2K Marin,2k-marin,1175299200.0,8.0
18,156.0,2K China,2k-china,1147132800.0,8.0
20,,Darkside Game Studios,darkside-game-studios,,
24,840.0,Sierra Entertainment,sierra-entertainment,291686400.0,
338,840.0,Encore,encore,,
538,840.0,Viva Media,viva-media,946598400.0,
649,840.0,2K Boston,2k-boston,1186704000.0,139.0
823,124.0,United Front Games,united-front-games,1199059200.0,
1013,124.0,Polytron Corporation,polytron-corporation,,
1033,826.0,SCE London Studio,sce-london-studio,1041292800.0,13634.0
450,,Aion Team Development Dept,aion-team-development-dept,,
611,840.0,Celeris,celeris,567907200.0,
661,,Image Space Incorporated,image-space-incorporated,,
688,840.0,S2 Games,s2-games,,
737,,Exosyphen Studios,exosyphen-studios,1072828800.0,
1272,,Sega Sports R&D,sega-sports-r-d,,
1277,840.0,Mattel Interactive,mattel-interactive,824083200.0,2889.0
1425,840.0,Misfits Attic,misfits-attic,,
1451,276.0,Black Pants Game Studio,black-pants-game-studio,,
1622,392.0,Omiya Soft,omiya-soft,725846400.0,
235,840.0,Heuristic Park,heuristic-park,820368000.0,
269,826.0,Enlight Software Limited,enlight-software-limited,757296000.0,
387,840.0,Sculptured Software,sculptured-software,489974400.0,287.0
391,,Red Fly Studio,red-fly-studio,,
448,,Vicious Cycle Software,vicious-cycle-software,,
655,392.0,Capcom Production Studio 3,capcom-production-studio-3,946598400.0,37.0
700,840.0,Majesco Entertainment,majesco-entertainment,536371200.0,
907,840.0,Sony Computer Entertainment of America,sony-computer-entertainment-of-america,,
1099,,Mercenary Technology,mercenary-technology,,
1259,,FreeStyleGames,freestylegames,,
45,392.0,"Sony Computer Entertainment, Inc. (SCEI)",sony-computer-entertainment-inc-scei,753408000.0,10282.0
212,840.0,Sunstorm Interactive,sunstorm-interactive,820368000.0,
214,,Sylum Entertainment,sylum-entertainment,,
316,,Sierra,sierra,1419984000.0,66.0
319,840.0,n-Space,n-space--1,788832000.0,
444,124.0,Radical Entertainment,radical-entertainment,683683200.0,66.0
465,,U.S. Army,u-s-army,,
573,,Tri Synergy,tri-synergy,,
814,,SuperVillain Studios,supervillain-studios,,
825,840.0,Vigil Games,vigil-games,1135987200.0,197.0
62,840.0,Griptonite Games,griptonite-games,760060800.0,216.0
133,840.0,Rogue Entertainment,rogue-entertainment,788832000.0,
243,840.0,Sony Online Entertainment,sony-online-entertainment,882316800.0,13634.0
399,,Longtail Studios,longtail-studios,,104.0
593,124.0,The Adventure Company,the-adventure-company,1041292800.0,753.0
682,,Reactor Zero,reactor-zero,,
706,826.0,HotGen,hotgen,,
712,840.0,EA Mobile,ea-mobile,1104451200.0,1.0
740,156.0,Spicy Horse Games,spicy-horse-games,1199059200.0,
764,826.0,Psygnosis,psygnosis,473299200.0,13634.0
6,826.0,Lionhead Studios,lionhead-studios,851990400.0,
74,392.0,CyberFront,cyberfront,902793600.0,5191.0
223,840.0,Edge of Reality,edge-of-reality,915062400.0,
234,250.0,Cryo Interactive,cryo-interactive,725760000.0,
647,276.0,Related Designs,related-designs,820368000.0,
750,,Cinemaware,cinemaware,,
798,36.0,Ubisoft Australia,ubisoft-australia,,104.0
926,616.0,City Interactive,city-interactive,1041292800.0,
1045,840.0,Viacom New Media,viacom-new-media,788832000.0,
1143,,"Pangea Software, Inc.",pangea-software-inc,,
87,840.0,Mythic Entertainment,mythic-entertainment,878342400.0,
160,840.0,Double Helix Games,double-helix-games,1191888000.0,4358.0
412,826.0,Codemasters Southam,codemasters-southam,536371200.0,115.0
422,840.0,Carbine Studios,carbine-studios,1135987200.0,256.0
543,826.0,Rage Software,rage-software,725760000.0,
786,392.0,Q Entertainment,q-entertainment,1065744000.0,
870,,SEGA Amusements Europe,sega-amusements-europe,,
936,,Shining Rock Software,shining-rock-software,,
948,840.0,Spark Unlimited,spark-unlimited,1014940800.0,
964,,1C:Ino-Co Plus,1c-ino-co-plus,,
42,156.0,Tencent Holdings,tencent-holdings,915062400.0,
90,840.0,Neversoft Entertainment,neversoft-entertainment,773020800.0,66.0
103,348.0,Black Hole Entertainment,black-hole-entertainment,1009756800.0,
120,,MacPlay,macplay,,
127,,Funcom Productions,funcom-productions,,
165,,DC Entertainment,dc-entertainment,,
200,392.0,Electronic Arts Victor,electronic-arts-victor,662601600.0,1.0
232,,Triptych Games,triptych-games,,
306,124.0,Rockstar Toronto,rockstar-toronto,1041292800.0,29.0
351,124.0,EA Montreal,ea-montreal,1079481600.0,1.0
158,826.0,Crytek UK,crytek-uk,946598400.0,249.0
209,840.0,Wideload Games,wideload-games,1072828800.0,95.0
301,203.0,2K Czech,2k-czech,1230681600.0,8.0
402,,Day 1 Studios,day-1-studios,,
408,840.0,TimeGate Studios,timegate-studios,915062400.0,
416,,Syfy Games,syfy-games,,
435,840.0,Danger Close,danger-close,1293753600.0,1.0
787,392.0,Aspect,aspect,669859200.0,
868,,Junction Point Studios,junction-point-studios,,
872,,Altron,altron,,
30,36.0,Team Bondi,team-bondi,1072828800.0,
54,,TransGaming Technologies,transgaming-technologies,,
60,,Climax Group,climax-group,,
155,752.0,Easy Studios,easy-studios,1230681600.0,1.0
162,203.0,Vatra Games,vatra-games,1262217600.0,1125.0
182,840.0,Nihilistic Software,nihilistic-software,888710400.0,
239,,Gas Powered Games,gas-powered-games,,
308,826.0,Rockstar Leeds,rockstar-leeds,1104451200.0,29.0
323,392.0,Nextech,nextech,762480000.0,112.0
332,124.0,EA Black Box,ea-black-box,,1.0
32,840.0,Sierra On-Line,sierra-on-line,283996800.0,147.0
81,,Destination Software,destination-software,,
132,840.0,Destineer,destineer,946684800.0,
136,840.0,Planet Moon Studios,planet-moon-studios,883526400.0,
159,392.0,Konami Computer Entertainment Tokyo,konami-computer-entertainment-tokyo,796867200.0,129.0
204,840.0,Gathering of Developers,gathering-of-developers,884649600.0,139.0
211,124.0,Blue Castle Games,blue-castle-games,1120435200.0,
230,840.0,MachineWorks Northwest,machineworks-northwest,,
236,124.0,DreamCatcher Interactive,dreamcatcher-interactive,851990400.0,469.0
268,124.0,Global Star Software,global-star-software,725760000.0,139.0
11,840.0,EA Redwood Shores,ea-redwood-shores,915062400.0,1.0
92,840.0,NovaLogic,novalogic,492220800.0,
140,840.0,EA Los Angeles,ea-los-angeles,978220800.0,1.0
166,,Shadows in Darkness,shadows-in-darkness,,
181,840.0,Blue Fang Games,blue-fang-games,,
238,,Typhoon Games,typhoon-games,,
267,840.0,TalonSoft,talonsoft,794016000.0,139.0
328,,Mean Hamster Software,mean-hamster-software,,
329,392.0,Cavia,cavia,951868800.0,
333,702.0,EA Singapore,ea-singapore,,
64,840.0,Savage Entertainment,savage-entertainment,883526400.0,
65,840.0,Luxoflux,luxoflux,,
77,840.0,Totally Games,totally-games,757296000.0,
80,840.0,Vivendi Games,vivendi-games,1167523200.0,
141,826.0,Virgin Interactive Entertainment (Europe) Ltd.,virgin-interactive-entertainment-europe-ltd,441676800.0,
145,276.0,cdv Software Entertainment,cdv-software-entertainment,978220800.0,
190,840.0,Atari Corporation,atari-corporation,453600000.0,183.0
192,,Zodttd,zodttd,,
210,,Southlogic Studios,southlogic-studios,,
237,276.0,Crimson Cow,crimson-cow,,
118,840.0,Midway Studios Los Angeles,midway-studios-los-angeles,788832000.0,327.0
125,,Crytek Budapest,crytek-budapest,,249.0
130,840.0,MacSoft Games,macsoft-games,757296000.0,132.0
262,,Flagship Studios,flagship-studios,,
276,,EA UK,ea-uk,,
312,392.0,Konami Computer Entertainment Japan,konami-computer-entertainment-japan,851990400.0,129.0
367,840.0,Gray Matter Interactive,gray-matter-interactive,757382400.0,66.0
375,,Red Ant Enterprises,red-ant-enterprises,,
376,,Linux Game Publishing,linux-game-publishing,,
429,826.0,Venom Games,venom-games,1072828800.0,8.0
52,,LTI Gray Matter,lti-gray-matter,,
101,,Freeverse Software,freeverse-software,,
135,276.0,Sunflowers,sunflowers,725846400.0,
147,250.0,Vivendi Universal,vivendi-universal,1009756800.0,
149,840.0,Ritual Entertainment,ritual-entertainment,839808000.0,
199,,Sonokong,sonokong,,
240,840.0,Stainless Steel Studios,stainless-steel-studios,883612800.0,
254,,Widescreen Games,widescreen-games,,
271,840.0,The Collective,the-collective,883526400.0,4358.0
295,840.0,Origin Systems,origin-systems,410227200.0,1.0
117,840.0,Troika Games,troika-games,891388800.0,
134,40.0,Max Design,max-design,694137600.0,
153,124.0,Digital Illusions CE: Canada,digital-illusions-ce-canada,,
189,840.0,BAM! Entertainment,bam-entertainment,939254400.0,
194,,Hothouse Creations,hothouse-creations,,
201,840.0,Cyberlore Studios,cyberlore-studios,725760000.0,
202,,Pterodon,pterodon,,
207,840.0,PopTop Software,poptop-software,757296000.0,139.0
258,,KnowWonder,knowwonder,,
259,826.0,Warthog Games,warthog-games,859852800.0,
97,840.0,New World Computing,new-world-computing,473299200.0,99.0
99,840.0,The 3DO Company,the-3do-company,694137600.0,
121,,Blizzard Classic Arcade,blizzard-classic-arcade,,
195,840.0,Brøderbund Software,broderbund-software,347068800.0,1524.0
304,840.0,Quicksilver Software,quicksilver-software,,
325,840.0,Saffire,saffire,788832000.0,
346,392.0,The Game Designers Studio,the-game-designers-studio,930009600.0,10938.0
352,,Eden Studios,eden-studios,915062400.0,
359,,Hammerhead,hammerhead,,
369,,Chris Sawyer,chris-sawyer,,
59,840.0,Blizzard North,blizzard-north,851990400.0,
76,,Ronin Entertainment,ronin-entertainment,,
107,,Lego Media,lego-media,,
173,,The Omni Group,the-omni-group,,
174,,Digital Mayhem,digital-mayhem,,
178,,Intelligent Games,intelligent-games,,
215,840.0,WizardWorks Software,wizardworks-software,662601600.0,82.0
218,,Vatical Entertainment,vatical-entertainment,,
246,36.0,Micro Forté,micro-forte,504835200.0,
252,840.0,Square Electronic Arts,square-electronic-arts,893980800.0,
14,826.0,Bullfrog Productions,bullfrog-productions,544147200.0,
106,840.0,Loki Software,loki-software,910569600.0,
142,840.0,Westwood Pacific,westwood-pacific,820368000.0,
193,840.0,Jellyvision,jellyvision,631065600.0,
217,,Morning Star Multimedia,morning-star-multimedia,,
226,,Aardvark Software,aardvark-software,,
242,,Verant Interactive,verant-interactive,,
247,840.0,14 Degrees East,14-degrees-east,946598400.0,
266,,Tarantula Studios,tarantula-studios,,
320,392.0,Kan Navi,kan-navi,,
91,,Playmates Interactive Entertainment,playmates-interactive-entertainment,,
114,276.0,reLINE Software,reline-software,,
138,,Refraction Games,refraction-games,,
180,826.0,Mythos Games,mythos-games,599529600.0,
275,,Titan Computer,titan-computer,,
341,392.0,Bullet-Proof Software,bullet-proof-software,429321600.0,
342,840.0,Yosemite Entertainment,yosemite-entertainment,915062400.0,4090.0
344,840.0,Macmillan Digital Publishing,macmillan-digital-publishing,851990400.0,
360,840.0,Logicware,logicware,820368000.0,
388,392.0,JVC,jvc,-1334966400.0,54407.0
84,,CTO SpA,cto-spa,,
89,,Shokwave,shokwave,,
227,826.0,U.S. Gold,u-s-gold,473299200.0,
244,,Edusoft,edusoft,,
368,,Infocom,infocom,,
472,,Infinite Monkey,infinite-monkey,,
506,,Parallax Software,parallax-software,740016000.0,
550,,Gamestorm,gamestorm,,
569,,Rocket Science Games,rocket-science-games,725846400.0,
602,,Burst Studios,burst-studios,,
151,840.0,Simtex,simtex,599529600.0,
228,,FormGen,formgen,,
231,,Tec Toy Indústria de Brinquedos,tec-toy-industria-de-brinquedos,,
456,,Crack dot Com,crack-dot-com,,
643,,Rainmaker Software,rainmaker-software,,
644,,Merit Software,merit-software,,
692,,High Score Productions,high-score-productions,,
715,,Hitmen Productions,hitmen-productions,,
718,,EA Manchester,ea-manchester,,
880,826.0,Domark Software,domark-software,453081600.0,
185,,Ninjaforce,ninjaforce,,
278,840.0,Silicon & Synapse,silicon-synapse,,
535,,Papyrus,papyrus,,
879,826.0,The Kremlin,the-kremlin,662601600.0,880.0
1039,,Entertainment Software Partners,entertainment-software-partners,,
1090,,Grandslam Video Ltd.,grandslam-video-ltd,,
1091,,Real World Software,real-world-software,,
1130,380.0,Simulmondo,simulmondo,599529600.0,
1132,,Ninano Software,ninano-software,,
1152,,International Computer Entertainment,international-computer-entertainment,,
9,840.0,Lucasfilm Games,lucasfilm-games,389059200.0,7424.0
186,,Stalker Entertainment,stalker-entertainment,,
310,,Ultra Games,ultra-games,,
324,392.0,Square Soft,square-soft,,
339,,The Assembly Line,the-assembly-line,,
772,,Palcom,palcom,,
829,,Wolfteam,wolfteam,,
838,,Romstar,romstar,,
881,,Walking Circles,walking-circles,,
1067,826.0,Magnetic Scrolls,magnetic-scrolls,473299200.0,
927,,Gottlieb,gottlieb,,
1027,826.0,"Distinctive Software, Inc.",distinctive-software-inc,,
1066,,Pandora,pandora,,
1076,840.0,"Datasoft, Inc.",datasoft-inc,347068800.0,
1080,,Castle Technologies,castle-technologies,,
1085,826.0,Microdeal,microdeal--1,,
1142,,"Micro Revelations, Inc.",micro-revelations-inc,,
1174,,Kyodai Software Marketing,kyodai-software-marketing,,
1282,,Kemco-Seika,kemco-seika,,
1340,,Gargoyle Games,gargoyle-games,,
708,840.0,On-Line Systems,on-line-systems,315446400.0,
1077,,"IntelliCreations, Inc",intellicreations-inc,,
1081,,Adventure International,adventure-international,,
1086,,Telarium,telarium,,
1123,,Personal Software,personal-software,,
1139,,Cinematronics,cinematronics,,
1141,,Mosaic Publishing,mosaic-publishing,,
1158,,Jagware,jagware,,
1351,,Lightwave Consultants,lightwave-consultants,,
1353,,Binary Systems,binary-systems,,
1034,,Home Vision,home-vision,,
1035,,Gem International Corp.,gem-international-corp,,
1036,,VDI Video Direct International,vdi-video-direct-international,,
1105,,Artic,artic,,
1107,,Stern,stern,,
1121,,Atarisoft,atarisoft,,
1138,,General Consumer Electric,general-consumer-electric,,
1155,,California Pacific Computer,california-pacific-computer,,
1275,,Dempa Shunbunsha,dempa-shunbunsha,,
1297,840.0,Gremlin Industries,gremlin-industries,126144000.0,50699.0
1345,840.0,Richard Garriott,richard-garriott,,
1350,,The Software Factory,the-software-factory,,
2906,,William Higinbotham,william-higinbotham,,
4138,,Main Street Publishing,main-street-publishing,,
5955,,Nutting Associates,nutting-associates,,
6069,,Kee Games,kee-games,,
8441,,Vectorbeam,vectorbeam,,
8749,,Nakamura Production,nakamura-production,,
9288,,"Computer Recreations, Inc.",computer-recreations-inc,,
9289,,Allied Leisure Industries,allied-leisure-industries,,
41650,,RetroNinja,retroninja,,
46298,,Space Rock Games,space-rock-games,,
46830,156.0,Senca,senca,,
49459,,Miles' Games,miles-games,,
49480,,J Lawal,j-lawal,,
49519,,philRaco,philraco,,
49526,,Bluu,bluu,,
49631,,SlyBalto,slybalto,,
53189,36.0,Covyne Entertainment,covyne-entertainment,1325376000.0,
53742,616.0,Rabid Rat,rabid-rat,1546214400.0,
4451,250.0,Wild Sheep Studio,wild-sheep-studio,,
5624,,Forge Studios,forge-studios,,
10387,,Locomotive,locomotive,,
10408,,Frederiksberg Svømmehal,frederiksberg-svommehal,,
23908,,Iris,iris,,
25681,,Boll Team,boll-team,,
32114,,TheHauntedPS1,thehauntedps1,,
38956,,TryFirst,tryfirst,,
41765,276.0,Beardshaker Games,beardshaker-games,,
42865,,Orsonik's Studio,orsoniks-studio,,
3178,,Intel,intel,,
19976,,ME,me,,
28780,,Vilein,vilein,,
29362,,Nikodem Grzonkowski,nikodem-grzonkowski,,
31115,,Loreweaver Creativeworks,loreweaver-creativeworks,,
31181,,Silver Studio games,silver-studio-games,,
33440,,Mongoose Rodeo,mongoose-rodeo,,
37669,,Beartwigs,beartwigs,,
49151,392.0,brutal_vap,brutal-vap,,
49548,112.0,mechakotik,mechakotik,,
12287,,Improbable,improbable,,
16047,,Hartung,hartung,,
16976,,Ape Inc,ape-inc,,
17846,246.0,Psyon Games,psyon-games,,
26620,,ZnelArts,znelarts,,
27291,,Sunsoft America,sunsoft-america,,
36275,,CBC Kids,cbc-kids,,
39062,,Flannel Bear Games,flannel-bear-games,,
45811,752.0,Synergenix Interactive,synergenix-interactive,946598400.0,
47074,,Miniso,miniso,,
5379,,Speed,speed,,
5444,,Airborn Studios,airborn-studios,,
